id,selection,replicate,trial,bins,totalbins,time,touch
198,A,2,3,,,1200,1
198,A,2,4,,,384,1
198,A,2,5,,,23,1
198,A,2,6,,,35,1
198,A,2,7,,,14,1
198,A,2,8,,,105,1
198,A,2,9,,,32,1
198,A,2,10,,,6,1
198,A,2,11,,,31,1
198,A,2,12,,,62,1
